zhdh,khrq,khjgdh,xb,年龄
05F1D68F41E963F5,2019-11-10,CDC0D6E6,1,45
85CAC500F642ADB5,2018-09-06,E4BB4C51,1,39
1C8926ABDB8A4911,2013-04-03,8E82AB72,1,51
9748160664A9C04A,2016-05-10,EB160DE1,1,27
687B3987737715A9,2019-05-08,73278A4A,0,23
14C9843FC2A133A2,2016-11-30,757B505C,1,42
4F2112DEC16EB51F,2017-09-23,85FC37B1,0,30
B3A49F18675D6029,2014-01-06,00AC8ED3,0,29
7B347697DA4C45ED,2019-08-31,E8C0653F,0,32
5F2259901135D7E2,2017-05-19,73278A4A,1,45
FBE456C5A9C07C3E,2018-04-30,8F468C87,1,42
FE3F92B36E5C7CDA,2017-05-07,6DA9003B,0,38
996F284252D5C71F,2016-09-13,D7A728A6,1,28
E4C931E198B5EEAD,2009-11-08,0F966132,0,39
F4846D799F69FF14,2018-01-10,01F78BE6,0,21
4C7F6935BD74A8E1,2019-06-27,289DFF07,0,21
5AD34DD10DEE0C9A,2016-02-14,2D6CC4B2,0,23
0D080AFFBC9FBDFC,2018-02-24,D64A340B,0,30
5D27CE695DD2C78F,2019-07-29,38913E1D,0,34
3976E75C0557E295,2016-03-13,69CB3EA3,1,54
389A724C9F18EC4E,2017-04-10,389BC7BB,1,35
221BEBD2D6292499,2020-05-01,854D6FAE,0,27
61E1386CA3F706B9,2016-06-19,3A066BDA,1,36
21B4703CB82AD7F5,2019-08-07,5B69B9CB,0,32
304E10433F3864A8,2020-04-07,6F3EF77A,0,57
C23F28B86886C143,2011-09-28,0CB929EA,1,40
41D3E18D3755C016,2010-08-01,3988C7F8,0,32
4D394B9DFC00D06C,2018-06-22,9DFCD5E5,0,45
EEED04B191BC37BA,2018-09-30,6F3EF77A,0,41
9098CA1333C1D264,2019-04-16,E0CF1F47,0,39
D47614858481B7FA,2015-06-05,5EC91AAC,1,52
FFD8F2A4DB42AC6D,2019-12-22,6F3EF77A,0,60
7773961A99373939,2012-11-27,E4BB4C51,0,43
900056C65FA2F3F3,2013-02-01,8A0E1141,0,44
D2D4ABB971D44C2E,2020-02-06,A8ECBABA,0,33
E5FBD0A5E68809A5,2014-12-20,854D6FAE,0,28
79CEDD5D35160B4E,2018-03-14,1141938B,0,47
97163F60E04F789A,2018-07-21,9C82C714,0,29
BDC618C0F30892B4,2020-03-02,C3992E9A,0,40
A260BEDF409B0C6A,2015-09-08,274AD478,1,32
55D0A9DE3D2D6D3F,2014-02-06,6DA9003B,1,34
BDC25B53977730F7,2019-11-07,091D584F,1,39
1C4AB3FFE1379538,2015-04-25,5B69B9CB,0,42
A8FD007DA04BCC89,2009-06-13,5B69B9CB,1,49
58EDE996167590CF,2008-01-15,E555EBE0,0,45
CE0C3A7AF3C6911B,2016-01-16,73278A4A,1,36
8117F0A9B80DF6F1,2014-02-11,1905AEDA,0,30
367ADD9A332E3DE0,2014-04-17,B4A52895,0,28
DC1B6A6914BEE652,2019-12-14,F47D0AD3,1,35
8C66124B5B9FBA89,2012-09-23,55743CC0,0,48
8BC02117A54840DF,2018-06-14,CDC0D6E6,1,26
D3F421CC606FAA58,2016-12-22,E2C0BE24,0,56
4584764F7EB3C565,2019-04-08,274AD478,0,31
78323E019A6B81A3,2015-06-28,AFDA3322,0,56
EC82ABF7AD0FBE60,2018-02-18,E8C0653F,0,25
3D29E6C1426693CC,2014-03-24,D7A728A6,1,25
66E79DD8C195F259,2018-06-25,795C7A7A,0,24
0B44C94860CA96F6,2009-06-05,34ED066D,1,40
3ADED3F5E3211005,2011-06-23,1534B76D,0,36
1FB8D40894E7FB73,2005-12-12,892C91E0,1,66
CDD573DB983DCD0F,2018-12-02,210F760A,0,48
659EF8AC94C031E7,2018-03-02,55743CC0,1,34
639EBAC70BBF53F4,2019-07-29,41F1F191,0,37
20B93E6218C69078,2017-02-09,81E74D67,0,57
31057F439F3F984E,2015-12-13,90794E3B,0,39
3D416E6334C6811C,2019-04-11,37BC2F75,1,21
C9643FE21092483D,2018-01-22,08740852,1,24
19D0FC72D287D7FE,2013-11-01,81E74D67,0,48
EC61E321D62CC80E,2016-05-27,854D6FAE,1,31
E48A74FE6A0C4CB1,2018-06-07,EC895663,0,30
76D278D6FB0AE7FF,2015-05-01,B2F627FF,0,29
44081F2DE0C644DE,2013-09-11,9CF81D80,0,73
AB74B272DA34A47C,2015-11-08,69ADC1E1,1,29
0BE81F3975FEFAE0,2019-01-02,B2F627FF,1,33
068DD23E16F31F73,2015-07-11,5B69B9CB,1,56
15D08E335010A912,2006-06-01,EAE27D77,0,32
8589B7DEF71BA7B8,2018-03-04,EC895663,0,32
44EDAFF096CC4451,2018-11-18,996A7FA0,1,43
4FC34A075C9E5A42,2016-02-09,38B3EFF8,0,39
56F9D30023ADCC86,2018-07-28,AA169B49,0,40
E0E0A07BA0389C4B,2015-07-24,F79921BB,1,39
16EC943211D31096,2016-03-20,1C1D4DF5,1,47
6D8D64429D2014F9,2016-09-27,F718499C,0,44
100E2BB9B5F922CD,2015-01-15,BBF94B34,1,45
DE40AB79D3C80A10,2019-02-13,1AA48FC4,1,43
AA73B2C3AC6DBEA4,2019-03-22,D490D7B4,0,18
704CE1BAA954E0A5,2020-02-13,670E8A43,0,39
817861AAAF52BFA7,2018-09-30,92FB0C6D,1,37
48FCEEB48B300D82,2016-12-13,26DD0DBC,0,32
33864343C503E557,2013-10-14,EC895663,0,41
5C582E6CC296B853,2016-11-26,3DEF184A,0,35
D22465EE17FF47BA,2017-08-11,E2C0BE24,0,21
52931131D1ECBED9,2018-09-11,846C260D,0,26
7B059FA82D59DB5B,2017-06-17,44C4C173,1,53
38000DE835EA5497,2014-06-29,B5B41FAC,1,62
078AC27F4F475CD5,2018-06-22,4734BA6F,0,28
9B07ED41CCF3FE03,2008-11-23,B5B41FAC,0,36
9D54BECD63875A79,2018-12-25,08D98638,1,45
9D6B7DBBFC66E81D,2014-12-05,5B69B9CB,0,27
AB1C1491F22769ED,2015-09-30,6F3EF77A,0,34
F6F0CCA047E59D9E,2004-12-25,500E75A0,1,37
0252466B88A71930,2013-12-22,FF4D5FBB,0,37
213D133B3D471756,2015-12-20,C3992E9A,1,42
D29034640456F251,2016-08-31,EC895663,1,31
333822ABF568FFDC,2019-01-16,C361BC7B,1,37
8DACFF7C5100388D,2015-01-06,32B30A25,0,27
072CE34A5959B65D,2017-08-02,73278A4A,0,25
4447CBEC35BB2205,2019-09-06,3DEF184A,0,24
CABEB742633FB3FA,2019-05-27,437D7D1D,0,27
D791EE358B69BC59,2019-04-27,9CF81D80,0,43
C08C37174A86D2E7,2012-02-05,1AA48FC4,0,32
12E1CDA3A4828142,2020-05-09,B2F627FF,0,24
4039A6347AE7C5B0,2016-09-10,5B69B9CB,0,34
FDEEEE80BD5F934A,2010-10-27,65B9EEA6,1,32
50532EA5BF263530,2010-10-15,2723D092,1,52
94867841149E5FEE,2015-01-13,5B69B9CB,0,50
A6761F9A6A7A2581,2017-04-01,C45147DE,0,20
99C5E31821093087,2012-08-28,C9E1074F,0,36
B4EBE1DA7C73F816,2018-05-21,3DC4876F,0,28
273A0BA583BFF428,2013-04-20,757B505C,1,48
C69F188381C09F86,2013-05-06,B337E84D,0,49
4FED45EB59095876,2010-07-18,698D51A1,1,34
381DA1CE69B2ACAB,2018-01-28,1534B76D,1,32
3F98833911554968,2014-01-20,274AD478,1,33
C48DFFCD49EFF987,2013-07-09,7F1DE29E,1,31
1CED258AA2D89991,2013-04-22,E2C0BE24,0,31
7A24DEDA8DA2D4D1,2014-10-30,EC5DECCA,1,50
8BEC31694B631E42,2012-03-17,F29C21D4,0,53
006EFAFEBBDCCF58,2020-04-25,EC8CE6AB,1,27
AC50E8CFA76E25C1,2016-06-29,5EF05993,0,25
243F8FE530F365ED,2014-01-03,73278A4A,1,34
4939CAE9104D8AAD,2017-02-12,B6A1085A,0,50
C5E76E64B13C3207,2019-07-08,53E3A716,1,45
1DFB2405C09BA99C,2018-06-12,65DED535,0,27
B80B6386AA9049DB,2017-08-04,9DFCD5E5,0,41
AC415EE6B07080F5,2014-02-18,B2F627FF,0,46
4934B8F258C5296F,2013-10-07,07E1CD7D,1,45
492BD0F0BE309C47,2012-07-16,D64A340B,1,44
8A54B4E0E57D5790,2006-04-14,84F7E699,1,44
D7BFFDC1B8B49C6B,2014-07-14,9CF81D80,0,40
52980F3C5FDFEF5A,2016-07-23,698D51A1,1,40
D94EAD26382D373D,2017-04-25,3B8A6142,1,34
ED661BAD344B19F3,2017-12-31,5B69B9CB,0,30
84D52CD2C9655118,2009-05-26,D7A728A6,1,45
D0EB2770939A7405,2017-08-13,17C276C8,1,36
86C379D938234BAA,2014-02-28,37BC2F75,0,28
0FC14795015C2BC8,2015-08-07,3A066BDA,0,29
BA5F66E1F49F68AF,2018-02-02,2BCAB9D9,0,29
827D0D48E205B41D,2012-05-06,F0935E4C,1,53
E5941156287FCD13,2018-12-15,C3992E9A,1,42
FB70DD5524B8E279,2009-11-10,EAE27D77,1,43
809FDCAC73E8F526,2012-01-31,AB233B68,1,43
A87C4D7644C71E79,2018-02-15,091D584F,0,34
55A28B883533003C,2014-05-09,1905AEDA,1,35
DE2A282CEAA9DC21,2007-07-16,C361BC7B,0,51
2A5577B8706FB648,2017-08-04,B2F627FF,1,26
224C0911958817E1,2017-04-17,091D584F,0,36
4743551D443DA339,2013-12-03,892C91E0,0,34
29118B057202F3D8,2014-07-25,A8C88A00,1,31
434467AABA735346,2017-12-13,069059B7,1,36
398995127404951B,2018-09-08,854D6FAE,1,35
54896DC1408863F6,2020-05-20,DC82D632,0,31
C1C95129BDC68EF0,2012-03-09,4A47D298,1,26
E6F7142B297BCD08,2020-01-08,07C5807D,0,32
4B2FBD964904348A,2017-06-18,32B30A25,0,26
82CFE7EA4A7A4988,2016-04-13,670E8A43,0,31
DEA902E97F928D2E,2017-03-04,D64A340B,0,37
B0CA5E551E0FA868,2016-08-06,577BCC91,0,30
FDFE51FCD3824CB6,2020-05-04,34ED066D,0,26
387305187FD087E6,2016-03-18,ACF4B89D,0,38
FA3B03268BA08299,2017-09-16,71AD16AD,0,24
BDDEE5CCF0C1F0E7,2017-10-02,854D6FAE,0,24
14453FA9014D7713,2015-06-25,B1EEC33C,1,35
989ADD8054BBA405,2020-04-12,38913E1D,0,25
FDA845F136C4A03A,2014-02-14,5B69B9CB,1,45
CF925EA0106BD7F3,2006-05-07,6DA9003B,0,36
56D75A46EC79F95D,2005-06-10,E0CF1F47,1,41
85E9C877AFF7DBC1,2015-09-15,C3992E9A,0,29
E8AB6AB0BE241BB8,2010-12-11,E2C0BE24,1,33
8866B71BCE4250A4,2010-10-25,E2230B85,0,43
CC4119CA048AE8E4,2017-11-13,6F3EF77A,0,27
ABDA0E4DCD3852E9,2020-04-15,B2F627FF,0,18
BEE1839096CE93BC,2015-05-22,AA169B49,0,29
BE964ADDE8AFC421,2015-07-08,FE131D7F,0,26
F9C30EFD5F83D9A0,2020-05-15,A733FA9B,0,33
FBA3813D098552F1,2019-04-28,B2F627FF,1,34
E0D8007575D5D856,2018-04-18,48AB2F9B,1,24
6EE934222F969EDA,2016-03-28,8EBDA540,0,22
09ABAEB1F6F9E4FF,2014-12-19,698D51A1,0,33
239201E5F4DBCDE3,2016-03-07,4734BA6F,0,26
321DCA24E8E3FC1B,2019-12-14,091D584F,0,63
921AEBD30569DB02,2018-04-25,4C56FF4C,0,19
C5E9E080FF0C936C,2016-12-22,5B69B9CB,1,37
82CD33152ECDACD6,2012-03-06,E0CF1F47,1,41
45A45E1834E77443,2017-10-03,55743CC0,0,22
E736D553BEB4B54D,2019-01-14,757B505C,1,40
D088A1590CAB1C5F,2018-01-24,34ED066D,1,30
749224C267793098,2018-12-04,9AB0D884,0,32
6F2F0441BC166881,2015-08-08,091D584F,1,24
E5C3BD26AE7F0972,2019-12-09,07A96B1F,1,29
DBCC6F8FA4E5400C,2011-06-09,757B505C,1,58
C0384C9483B8B753,2016-10-13,C3992E9A,1,27
178419FF01602701,2015-08-31,3988C7F8,1,49
5B0D665E6AECA8E3,2012-02-16,AA169B49,0,36
D3DBE9326BA69011,2016-04-12,B4A52895,0,32
47DE44320FC0E2A4,2017-09-30,C06D06DA,1,37
E6DD66CF3DA4F019,2015-06-19,B4A52895,0,28
E4690DCCE31806B7,2016-10-07,FE8C15FE,0,24
737339FC7F8365F2,2016-09-20,430C3626,1,37
97AFFFD9B5ADC709,2019-07-12,B5DC4E5D,0,35
10F94627DE975E73,2016-06-18,3DC4876F,0,45
E1B91B283D1C5BCA,2010-10-03,9CF81D80,1,41
B203A32E34ACEDA3,2013-12-30,EC5DECCA,1,34
E79DF30C07E121DE,2018-02-28,58E4D44E,1,20
8DE93E813DB0B3EC,2014-03-08,E2C0BE24,0,25
7B073DB9812E0EE8,2018-10-13,EB160DE1,0,26
40CF1ACE7F314A66,2019-12-21,D7A728A6,1,30
04ABB6C22C2A2015,2011-07-10,D86EA612,0,57
464F2A18EE645B68,2018-12-02,08740852,0,31
DF55E7B30319C64C,2013-11-25,4A47D298,0,50
D721558E0D201A7E,2019-05-23,6C9882BB,0,30
CF05279275094D11,2013-07-15,EBD9629F,0,32
9761832EF60AFBC9,2016-04-09,B2F627FF,1,38
BD60BC1CAEEEAD2D,2012-08-12,B6EDC1CD,0,48
5663C9EB0078815E,2013-08-11,274AD478,0,34
7CAD4BC7B0289A23,2006-08-26,65B9EEA6,1,46
7FD70C835AEADA55,2017-03-03,AA169B49,0,41
F910546CABFB5B28,2007-04-13,B4A52895,1,37
E410FDA06751FFC3,2014-01-14,F4552671,1,64
411D808DB8523FBB,2019-02-09,37F0E884,0,24
084A7754286096B7,2018-10-15,3B8A6142,1,25
3E3F1AD37F2EBBB7,2006-07-27,D64A340B,1,37
2F65443FF67806B7,2016-12-04,81E74D67,0,25
14414B1B54FD13E7,2016-07-26,C3992E9A,0,37
D46829159277979B,2013-05-21,B5B41FAC,0,31
7DE4E83846F46C3C,2019-05-04,F0ADC883,0,67
50BC33C82322E169,2012-09-12,34ED066D,1,29
3F627EA33E2F519B,2019-04-12,82CEC960,0,28
600AE72C6B03B377,2015-03-14,AA169B49,0,30
F709FD1C379AEC9C,2014-04-18,7CE3284B,1,49
F381C7FB13131FA0,2017-04-08,2B44928A,0,26
8C42FF1F44ECB250,2008-03-07,A67F0968,1,58
3354F3704B5788C9,2015-02-25,5FD0B37C,0,40
9163E53AD6E85312,2017-01-12,B73DFE25,0,24
27ABD15104B3B84E,2009-11-02,B1EEC33C,0,33
9289744A900A9FF4,2017-02-28,E7F8A7FB,0,41
31DB6695C76C8D4E,2020-02-07,757B505C,0,43
83A1EFC9E980D5BA,2019-04-19,CA8155F4,0,38
B36C37FC3B4679E4,2019-06-28,6E7B33FD,0,19
8E9F158C5B3462C2,2020-05-23,192FC044,0,28
6B5D6D27624B6B83,2010-02-09,757B505C,1,34
8DA97893B74F4CD7,2016-01-02,5EC91AAC,1,36
69D3C5591DF2DACD,2018-06-16,D490D7B4,0,22
BE62D6BD15B73179,2015-03-13,EC8CE6AB,0,52
7A74DF97BDD85B97,2020-03-20,B2F627FF,0,32
7FA7506117D4D23E,2015-12-14,3A066BDA,0,42
6AD39A7D05349A18,2017-01-29,1905AEDA,1,23
074EB7694159B467,2009-12-29,1534B76D,0,33
FADFCE4A09BC24D6,2015-05-21,34ED066D,1,49
9B6B254010D48FCF,2015-10-11,C9E1074F,1,26
DFACD325B3C4039B,2016-11-15,B1D10E7B,1,27
2E8575A087746347,2013-08-03,38B3EFF8,0,39
572356871CCE2E9A,2016-07-22,6974CE5A,0,41
E9EAA2EDAD221A74,2020-05-08,DC82D632,0,37
A9DF66030AD84EFE,2014-11-06,0D3180D6,0,64
4D0D64C467432E73,2013-01-02,996A7FA0,0,35
8457CA3E9589D874,2016-09-25,B2F627FF,1,51
8AF59D38358BD62A,2016-07-16,E555EBE0,0,26
21F6362CC771214E,2017-12-31,2F37D101,0,34
03D1475E182C8000,2018-09-16,115F8950,0,48
E6F7C8B5530CB8C2,2010-05-15,EC895663,1,32
5ADEE411E3A1CC73,2007-08-11,B2F627FF,1,43
AA44F5D84D84A044,2015-04-05,A7608800,0,33
205C24FA92341033,2018-04-25,140F6969,0,25
6758B1F2833852FE,2018-10-01,EB163727,0,19
0F6659787C8976DB,2018-08-04,BE83AB3E,0,38
F54FE41418ACE4DF,2018-01-21,D554F7BB,0,34
B08A53FF2F53A175,2019-08-09,B6A1085A,0,33
0AECC119050FAA31,2016-08-09,C8FFE9A5,0,40
E687620807F03A2B,2016-11-19,EAE27D77,1,34
2AB9F49915770436,2014-04-14,76DC611D,1,31
3860C18F199DB13A,2019-03-17,9B861925,1,39
D00B4760DE2C8177,2016-01-17,C9E1074F,0,29
5289E4C9DA5A3D59,2018-12-18,34ED066D,1,31
BA513710513727D3,2012-09-30,B5B41FAC,0,72
B21913A73D59E893,2017-06-19,FF4D5FBB,0,43
66374460C619204E,2019-01-14,816B112C,0,35
4F5CB02456678450,2014-04-26,EC895663,0,45
2A810EBFCD64F971,2017-07-10,B2F627FF,1,52
BE8E548CB7D8F735,2020-04-12,C3992E9A,0,25
E64A539D371139B1,2020-02-29,6E2713A6,1,48
E57C890309B64253,2009-08-15,48AB2F9B,1,56
586EFD66D0047851,2013-07-28,E2C0BE24,1,34
B46332DC97C14475,2017-04-11,6F3EF77A,1,44
C23A442989F77A79,2017-08-20,BEA5955B,0,34
53289CFEFF1757A7,2016-07-24,E8C0653F,0,35
55619ED61CF8F2F3,2018-05-24,2723D092,1,26
7741468C92578BF4,2017-05-16,A8C88A00,0,22
208E001FE5FE1C81,2015-03-12,A0A080F4,0,57
6FDB80BC4ABBF78D,2017-10-14,E7061188,0,44
64126D539462FD7A,2012-06-29,96B9BFF0,0,49
B6309EAA681AC768,2017-03-10,9AD6AAED,0,26
7B48611434F90CDA,2013-11-04,3A066BDA,1,35
5312E2555AC6A58D,2009-11-15,757B505C,0,37
80BE3BD1DBCA62EB,2017-02-21,274AD478,0,31
417EBAAB70432151,2012-09-11,B4A52895,0,34
06DD2A17463919FC,2012-06-15,1CC3633C,1,30
5D2A9C27508D93DC,2013-09-17,FE73F687,0,31
3B807ED84518CF2F,2020-03-15,3A066BDA,0,26
36EF24D898FD4467,2016-10-07,757B505C,0,37
31FE7D6959C7C415,2015-12-16,EDDEA82A,1,42
7F4B770094F80A15,2016-06-17,091D584F,0,34
9125D8F24293907F,2018-05-10,07E1CD7D,1,42
6B71C03F722CD543,2014-06-27,979D472A,0,33
C27721DDFA73BD23,2018-04-21,274AD478,0,22
03C1AB5EC1817A0C,2014-12-30,8EBDA540,1,43
A25277EB1621BFCA,2012-03-24,757B505C,0,63
821B746BD2BF0BD6,2018-03-01,DF877F38,1,42
7B0AEA66F81B8179,2018-06-17,8757150D,0,34
E35239910BB68688,2016-08-07,8F468C87,0,21
059B52439882CD30,2011-03-22,73278A4A,1,46
70D88DB8FC58F046,2018-09-25,1141938B,0,21
CB41FE6FBA16DA1D,2019-12-12,44C4C173,0,41
FA2A2F6D3E937DEB,2020-01-11,B7EE6F5F,0,48
D18DFAB993E4CE68,2019-09-20,A0A080F4,0,34
A622DC9F90B4B07A,2019-07-22,63DC7ED1,1,39
61CBB69CE93227DF,2013-01-03,AFD48367,0,48
C2857159FF35A91C,2005-08-06,CEE63112,0,38
6134EC4C09FCD3B5,2013-03-01,D6C651DD,1,38
6F609E5B4CD02099,2013-05-07,5F93F983,0,34
F94216A3A674DE6D,2017-06-20,D64A340B,0,26
015470C66C936130,2017-09-03,F4BE0027,0,54
13E0765F992301A8,2013-10-05,C3992E9A,0,39
D4A1BD1C55F6ED62,2014-11-22,8D6DC35E,1,59
C6CF3F9E5001775C,2015-06-16,1AA48FC4,0,33
06EF167033F1B592,2019-04-01,B2F627FF,0,34
54BC73B8256A2DF1,2018-06-11,B5B41FAC,0,23
76300FFDCC8B9509,2016-01-08,D7A728A6,1,27
8E6AF8162FBC5620,2017-04-25,4A47D298,0,28
8896C28613558935,2012-09-18,AFDA3322,1,44
D4977D695B7FCE84,2012-03-19,B2F627FF,1,51
C657840071DD31AA,2010-12-15,08740852,1,48
02CE9E2CB0D75B7E,2016-01-21,81E74D67,0,33
D0E9B94ACDF90C90,2011-05-01,A7608800,0,36
F7749CC0E23AB5A1,2010-07-08,2BCAB9D9,0,34
5FFC11F424572FF9,2011-07-11,B55EC28C,0,46
DF2830C9A10FA548,2015-09-05,3DEF184A,0,31
BC0408BE85056AD4,2016-02-25,B1D10E7B,1,33
CE7C7C092D192909,2016-10-16,577BCC91,1,48
AF1BA2C7E2130134,2019-10-04,B4A52895,1,34
8B5DB30BF7B49F65,2016-02-03,5B69B9CB,0,41
E7EB2C5CC7BAC40C,2019-11-21,B1EEC33C,0,42
A5FDB4EDEC036648,2019-12-03,854D6FAE,0,49
8DA92859BAFAFC8F,2013-05-04,7A53928F,0,29
603DE98A13E58BE9,2018-05-20,285E19F2,0,47
6AAE7D6F38F1FEB7,2019-12-22,D6C651DD,0,30
3FAA4B1031765F96,2016-03-13,9CF81D80,1,23
B4AA28E925692425,2006-08-26,B6EDC1CD,1,48
1F1A718E49CAB0BA,2019-10-09,7EABE3A1,0,19
CF872C4A1ECC2F75,2019-08-26,816B112C,1,27
67AAA0E38D8295CE,2018-01-06,892C91E0,0,32
23E315BEB049A076,2016-05-24,34ED066D,0,32
D90A1429E7046A0D,2020-05-21,69ADC1E1,1,21
190C772B8C28FBD4,2018-07-19,34ED066D,0,46
3B0FB1C83FFE2B33,2018-07-27,577BCC91,1,30
22EE2C6125DD30D9,2011-08-20,D86EA612,1,52
33F3D7CFDFF4AA7F,2016-12-18,1141938B,0,31
917B618C49EC7281,2020-02-18,2723D092,0,25
8C30920049751B09,2017-03-28,C45147DE,0,27
8E0A9EF0281FE1B8,2012-10-25,757B505C,1,53
61580AE0D8F874AC,2018-03-18,6E7B33FD,0,34
E1BA4B45DDB327E1,2008-12-14,C9E1074F,1,56
DF3ED0A2E18D84A6,2016-12-19,E2C0BE24,1,46
F0CDA569BC2F864A,2014-12-07,757B505C,1,60
6EBC5EC06F48EA96,2018-03-09,6DA9003B,0,36
3F4F0E3CD3C58094,2015-12-23,DA4FB5C6,0,32
902A59E05F4EBAA5,2017-12-27,8E82AB72,0,35
A29166A50C6B013C,2015-01-21,7F1DE29E,0,41
79FA1AC6D92E03C4,2013-01-10,285E19F2,1,32
CA0CDC559F0D67C0,2016-04-27,E96ED478,0,28
9A44EE197E78B3F7,2011-12-13,10A7CDD9,0,69
876DD0708DE5931C,2019-11-21,D86EA612,0,28
030FABD1A5607CEC,2018-05-07,B2F627FF,1,58
E7851DA1B488C699,2013-09-27,F0935E4C,1,40
E721EB1FD479598C,2013-06-17,2D6CC4B2,0,32
148DC79269A4DADC,2015-08-12,9DFCD5E5,0,40
3D05A98613359FA9,2014-04-01,8CB22BDD,1,33
ED35B5FAE5969EBC,2019-07-22,74BBA227,1,31
B1D9D421184598A2,2019-12-30,285E19F2,1,43
32B912078BFC4AF8,2014-02-11,285E19F2,0,43
C027FB8D7B92485B,2018-08-10,00AC8ED3,0,24
75FD51FFDB89CACE,2020-02-05,E0CF1F47,0,48
25E4ADBCAA89075B,2019-12-14,74BBA227,0,19
D6D2959816E23435,2017-05-17,CDC0D6E6,0,22
930122EFBE6186AD,2017-11-18,10A7CDD9,1,21
5301E0ADBFC83C52,2011-05-31,53E3A716,1,34
5EDBA589FCE97C3D,2017-08-19,B4A52895,0,35
C4D8579CF0FDAD22,2017-06-06,34ED066D,1,44
C04EF4C4DD7FBE10,2018-05-25,D86EA612,0,18
D8E9659939192F18,2012-11-25,DB85E259,1,50
0BB4D80FA4A868B8,2017-02-16,632CEE94,0,36
E7E767266267F6EB,2016-04-12,08740852,0,40
A5D3B8CD007877DA,2011-08-06,577BCC91,0,44
2B8542BDDB6E5D59,2019-03-11,F76A89F0,1,35
FB89AB1DB405E4D5,2019-12-12,1905AEDA,0,21
FE4A813740BDF3B2,2012-05-06,9AB0D884,0,54
047DA3445A431EFF,2013-06-25,ACF4B89D,0,33
EF4AE75FFCC93CAD,2013-01-29,34ED066D,0,31
62C3F7F1BC34009F,2019-01-28,EAE27D77,1,19
A35BA685B0598589,2020-03-29,45FBC6D3,0,29
46DC610CAAB0C6EB,2009-03-03,692F93BE,1,39
8B2F3B6E8ADE1EF7,2019-02-28,298F95E1,0,49
CABE56869993E2A9,2014-09-15,01F78BE6,1,40
A61A56B7BF438E55,2018-10-04,C06D06DA,0,26
3643B63D59874980,2018-07-28,6DA9003B,0,52
2692B274DC7B1317,2019-10-25,85FC37B1,0,26
4843858079CE882D,2019-05-06,7A53928F,0,24
FDFA821B5AB302DC,2014-02-11,EDA80A3D,0,28
E94240C729E94815,2015-02-24,E8C0653F,1,27
3B64F7AB7292E379,2012-12-24,8EBDA540,1,36
A2D857DC51EBA893,2015-02-15,051E4E12,0,33
C376148CCB698281,2016-06-02,2F885D0F,0,30
BBC7FFD349770356,2017-12-06,757B505C,0,35
C603FA9C34DC57AA,2015-05-11,7C590F01,1,39
780393A74764CC70,2016-08-28,F76A89F0,0,26
7D123CA3C3D48C1C,2017-08-08,006F52E9,0,31
CC23B5EE8ED96A6F,2009-03-27,5EF05993,0,35
1AF527F735642096,2017-07-30,EAAE339C,1,51
5EFA98294E8A41F7,2019-05-13,EB160DE1,1,34
36AF11052F458017,2018-04-06,5487315B,0,29
80EC174E7AA671B0,2017-01-26,B2F627FF,0,25
875251E90D5FF61E,2017-02-10,170C9449,0,29
7A21C39F8F0116E8,2018-08-27,EB163727,0,28
43F2A560DBDA655F,2015-06-11,2D6CC4B2,0,45
F0307D6885E7E399,2016-02-10,1905AEDA,0,36
289199E08FB92F4C,2013-04-22,45FBC6D3,0,35
F1C5C811FE965DCC,2004-02-15,58E4D44E,0,48
E9BE867FFEB1B4FE,2012-12-30,C3992E9A,1,49
D78CE37E2F5B76D2,2018-09-20,DA4FB5C6,1,28
F718246860CE2E89,2016-03-28,285E19F2,0,29
9918041088A774B9,2012-06-05,1141938B,1,62
554C3F2A5F1130A7,2013-02-04,B4A52895,1,66
50AFF3E23E4305E1,2015-03-06,B337E84D,0,36
A3A5C66607CAD531,2009-01-06,3A066BDA,0,32
80F611267064F9D6,2019-07-11,979D472A,1,33
E7C334F991D2BD68,2015-02-06,1905AEDA,0,51
5CBC73A2712806E9,2018-07-13,C3992E9A,0,30
7EA2A11C294F2168,2015-10-15,A8F15EDA,0,52
C4ABA9101AA95924,2010-12-01,A7608800,1,39
307F50C9D457D4F7,2019-06-03,C4B31CE7,0,32
BC23DBEDF7A42290,2019-02-24,C3992E9A,1,25
696276C7899B018B,2016-06-06,AA169B49,0,22
FC339D5FADA4F358,2017-09-17,69ADC1E1,1,36
2B1C3F179E182124,2015-06-22,9DFCD5E5,1,33
3AFF4CB5FCED1C88,2013-09-11,B6EDC1CD,0,30
0B8322B068ECB869,2009-07-26,274AD478,1,50
5F2CAA8A0CEE68FD,2019-12-21,D86EA612,0,30
AC29B3D84916EDBA,2015-12-03,B73DFE25,1,36
9DC07ED49D897A9E,2020-03-09,EAE27D77,0,42
B43D19C661995AA2,2015-10-07,854D6FAE,0,30
673CFDCAF059D348,2017-12-03,3A066BDA,0,34
875349F06097A4D8,2017-05-19,26DD0DBC,0,41
A4CDEF5342AF5EBC,2016-12-01,301AD0E3,0,42
08182B8EAF7EB59D,2016-07-26,37BC2F75,0,23
36BD4BEB3E93DE91,2017-08-14,069059B7,0,32
C5B6BEEFB10DB057,2020-03-24,99BCFCD7,0,31
5AA091F5F5DE71A7,2014-06-19,9F53D83E,1,37
1B434818D7883139,2013-01-15,CA8155F4,1,50
81BCAF277E9F5F1D,2018-06-23,979D472A,1,42
